Condition,Price,Like Count,View Count,Registration Period
사용감 적음,180000,5,45,12시간 전
사용감 적음,70000,4,27,12시간 전
사용감 적음,70000,1,25,17시간 전
사용감 없음,70000,6,35,15시간 전
사용감 적음,200000,0,53,16시간 전
사용감 적음,170000,5,118,17시간 전
사용감 없음,19900,0,10,13시간 전
사용감 없음,53000,0,20,14시간 전
사용감 없음,13000,1,45,15시간 전
사용감 없음,195000,8,52,15시간 전
사용감 적음,180000,16,249,23시간 전
사용감 적음,1004,1,31,15시간 전
사용감 없음,250000,2,22,15시간 전
사용감 없음,5180,0,8,14시간 전
사용감 적음,190000,9,167,15시간 전
사용감 없음,220000,6,85,12시간 전
사용감 많음,160000,26,245,15시간 전
새 상품,198000,1,44,2일 전
사용감 많음,200000,2,151,13시간 전
사용감 적음,80000,1,42,12시간 전
사용감 적음,65000,5,100,15시간 전
사용감 없음,700000,0,38,13시간 전
사용감 없음,160000,25,197,22시간 전
새 상품,300000,2,115,12시간 전
사용감 없음,210000,11,200,13시간 전
사용감 적음,80000,2,41,12시간 전
고장/파손 상품,200000,1,114,15시간 전
사용감 없음,200000,8,411,15시간 전
사용감 없음,170000,16,343,15시간 전
사용감 적음,30000,2,226,15시간 전
사용감 많음,85000,7,2585,15시간 전
사용감 적음,165000,6,143,17시간 전
사용감 적음,200000,4,519,23시간 전
사용감 적음,4000,1,182,13시간 전
사용감 없음,4500,11,264,13시간 전
사용감 적음,200000,8,215,15시간 전
사용감 적음,5000,5,59,21시간 전
사용감 적음,180000,3,142,3일 전
새 상품,2222,3,1855,16시간 전
사용감 없음,75000,0,37,20시간 전
새 상품,280000,1,80,14시간 전
새 상품,6000,0,62,16시간 전
사용감 많음,95000,2,58,23시간 전
사용감 적음,80000,6,187,12시간 전
새 상품,105000,1,204,14시간 전
사용감 적음,65000,7,405,15시간 전
사용감 많음,15000,4,267,15시간 전
사용감 없음,1000000,5,1493,16시간 전
새 상품,250000,12,1313,21시간 전
사용감 적음,70000,3,140,21시간 전
새 상품,45000,12,247,12시간 전
사용감 적음,130000,1,66,14시간 전
새 상품,240000,73,8544,14시간 전
사용감 없음,9900,6,499,21시간 전
새 상품,5000,1,41,20시간 전
사용감 없음,210000,10,100,3일 전
사용감 적음,240000,0,168,13시간 전
사용감 많음,80000,1,110,12시간 전
사용감 적음,240000,69,2261,17시간 전
고장/파손 상품,210000,5,504,15시간 전
새 상품,180000,1,24,2일 전
새 상품,23000,2,99,2일 전
사용감 적음,200000,1,72,2일 전
사용감 없음,170000,2,23,2일 전
사용감 많음,185000,0,36,2일 전
사용감 없음,160000,2,27,2일 전
사용감 적음,180000,4,68,2일 전
사용감 많음,120000,1,186,2일 전
사용감 적음,189000,0,48,2일 전
사용감 없음,180000,3,39,2일 전
새 상품,270000,1,27,2일 전
사용감 적음,250000,0,26,2일 전
사용감 많음,70000,1,173,2일 전
사용감 없음,185000,2,37,2일 전
사용감 적음,66000,0,39,2일 전
사용감 적음,165000,4,35,2일 전
사용감 적음,220000,2,71,2일 전
사용감 적음,150000,4,88,2일 전
사용감 적음,220000,0,10,2일 전
사용감 적음,170000,4,52,2일 전
사용감 적음,165000,3,90,2일 전
새 상품,140000,0,43,2일 전
사용감 적음,60000,1,22,2일 전
사용감 적음,145000,7,115,2일 전
사용감 없음,170000,1,36,2일 전
사용감 없음,999999999,0,8,2일 전
사용감 없음,250000,1,15,2일 전
사용감 없음,200000,0,39,2일 전
사용감 없음,180000,1,39,2일 전
사용감 없음,190000,2,45,2일 전
사용감 적음,200000,2,27,2일 전
사용감 없음,199000,2,22,2일 전
사용감 없음,170000,6,58,2일 전
사용감 없음,180000,2,30,2일 전
사용감 없음,220000,3,37,2일 전
사용감 적음,150000,1,34,2일 전
사용감 적음,215000,1,35,2일 전
사용감 적음,170000,5,102,2일 전
사용감 없음,170000,2,33,2일 전
사용감 적음,180000,6,153,2일 전
사용감 없음,65000,1,14,2일 전
사용감 적음,160000,1,19,2일 전
사용감 적음,190000,2,39,2일 전
사용감 없음,160000,1,97,2일 전
사용감 많음,55000,2,25,2일 전
사용감 적음,200000,0,31,2일 전
사용감 적음,70000,1,11,2일 전
사용감 적음,68000,0,14,2일 전
새 상품,280000,2,42,2일 전
사용감 없음,61000,2,18,2일 전
사용감 적음,170000,4,57,2일 전
사용감 없음,200000,1,57,2일 전
새 상품,250000,2,40,2일 전
새 상품,5000,10,121,2일 전
사용감 적음,170000,1,17,2일 전
사용감 적음,55000,6,30,2일 전
사용감 없음,3000,2,32,2일 전
사용감 없음,150000,2,95,2일 전
사용감 없음,155000,3,21,2일 전
사용감 없음,135000,1,12,2일 전
사용감 없음,188000,1,40,2일 전
사용감 없음,70000,0,13,2일 전
사용감 적음,20000,0,11,2일 전
사용감 없음,10000,0,21,2일 전
사용감 적음,10000,0,9,2일 전
사용감 많음,75000,2,13,2일 전
사용감 적음,280000,0,54,2일 전
사용감 없음,230000,3,27,2일 전
사용감 적음,230000,0,12,2일 전
사용감 적음,180000,7,319,2일 전
사용감 적음,200000,3,102,2일 전
사용감 많음,200000,0,117,2일 전
사용감 적음,190000,3,54,2일 전
사용감 없음,180000,4,91,2일 전
새 상품,8900,0,4,2일 전
사용감 많음,135000,2,284,2일 전
사용감 적음,195000,4,57,2일 전
사용감 없음,70000,0,11,2일 전
사용감 많음,110000,2,15,2일 전
사용감 많음,170000,2,153,2일 전
사용감 없음,70000,4,79,2일 전
새 상품,9900,0,3,2일 전
사용감 없음,70000,0,8,2일 전
사용감 없음,210000,7,55,2일 전
사용감 적음,110000,2,65,2일 전
사용감 적음,55000,2,135,2일 전
사용감 많음,140000,3,77,2일 전
사용감 많음,140000,3,77,2일 전
사용감 적음,170000,3,184,2일 전
사용감 없음,5180,0,19,2일 전
새 상품,9900,0,4,2일 전
사용감 적음,500,0,8,2일 전
사용감 적음,30000,0,28,2일 전
사용감 적음,75000,2,47,2일 전
사용감 적음,180000,2,60,2일 전
사용감 없음,185000,7,46,2일 전
사용감 없음,190000,1,51,2일 전
사용감 적음,165000,7,51,2일 전
사용감 적음,80000,2,46,2일 전
사용감 없음,10000,0,18,2일 전
사용감 없음,125000,4,60,4일 전
사용감 없음,10000,1,48,2일 전
사용감 없음,5500,5,65,2일 전
사용감 없음,200000,3,66,2일 전
사용감 없음,19900,0,13,2일 전
사용감 없음,55000,0,18,2일 전
사용감 없음,19900,1,15,2일 전
사용감 없음,53000,1,17,2일 전
사용감 많음,150000,0,27,2일 전
사용감 없음,65000,1,23,2일 전
사용감 많음,50000,8,137,2일 전
새 상품,270000,11,144,2일 전
사용감 없음,200000,30,733,2일 전
사용감 적음,170000,1,153,2일 전
사용감 많음,30000,9,1106,2일 전
사용감 적음,16000,8,112,2일 전
사용감 없음,14500,0,43,2일 전
사용감 적음,160000,0,91,2일 전
사용감 적음,180000,15,336,2일 전
사용감 적음,160000,0,90,2일 전
사용감 없음,80000,1,57,2일 전
사용감 없음,77000,2,33,2일 전
새 상품,15000,3,446,2일 전
새 상품,9000,3,70,2일 전
사용감 적음,60000,1,45,2일 전
사용감 많음,60000,6,291,2일 전
사용감 없음,190000,11,317,2일 전
고장/파손 상품,30000,0,70,2일 전
사용감 없음,200000,5,205,2일 전
사용감 적음,200000,13,610,2일 전
사용감 없음,77000,4,80,2일 전
사용감 많음,56000,17,326,2일 전
새 상품,80000,2,39,3일 전
새 상품,55000,1,58,2일 전
사용감 없음,80000,0,24,2일 전
사용감 적음,120000,1,138,3일 전
새 상품,20000,6,147,2일 전
사용감 적음,80000,3,301,2일 전
사용감 적음,65000,2,78,2일 전
사용감 적음,200000,1,57,3일 전
사용감 적음,190000,2,51,3일 전
새 상품,270000,2,31,3일 전
새 상품,275000,23,746,2일 전
새 상품,1500,29,1387,2일 전
새 상품,1500,18,522,2일 전
새 상품,270000,3,145,2일 전
사용감 없음,190000,0,22,3일 전
사용감 없음,140000,2,215,3일 전
사용감 없음,30000,4,78,2일 전
사용감 많음,170000,0,43,3일 전
사용감 많음,220000,9,671,2일 전
사용감 없음,7000,40,451,2일 전
새 상품,5200,21,203,2일 전
사용감 적음,120000,0,21,3일 전
사용감 없음,83000,2,55,2일 전
사용감 없음,170000,6,85,3일 전
사용감 적음,130000,1,77,3일 전
사용감 적음,70000,9,331,2일 전
사용감 없음,87000,3,22,3일 전
사용감 적음,79000,5,71,2일 전
새 상품,3000,11,292,2일 전
사용감 없음,220000,3,114,2일 전
사용감 적음,13000,0,8,3일 전
새 상품,9000,2,62,2일 전
새 상품,9000,3,60,2일 전
사용감 적음,190000,1,33,3일 전
사용감 적음,180000,1,30,3일 전
새 상품,210000,1,39,3일 전
새 상품,280000,1,25,3일 전
사용감 적음,175000,3,75,3일 전
사용감 적음,200000,3,81,3일 전
사용감 적음,120000,8,123,3일 전
사용감 적음,170000,0,40,3일 전
사용감 적음,220000,7,91,3일 전
사용감 적음,200000,8,246,2일 전
사용감 없음,30000,6,462,2일 전
사용감 없음,180000,5,50,3일 전
사용감 없음,190000,1,35,3일 전
새 상품,250000,0,11,3일 전
새 상품,220000,3,143,3일 전
사용감 많음,1000,4,99,2일 전
사용감 적음,120000,1,37,3일 전
사용감 없음,170000,3,45,3일 전
새 상품,270000,2,63,3일 전
새 상품,270000,4,50,3일 전
사용감 없음,150000,0,33,3일 전
새 상품,220000,3,32,3일 전
사용감 적음,130000,1,27,3일 전
새 상품,280000,5,52,3일 전
새 상품,40000,1,33,3일 전
사용감 없음,220000,7,57,3일 전
사용감 없음,79000,0,63,2일 전
사용감 없음,200000,15,1950,2일 전
새 상품,4900,10,274,2일 전
사용감 없음,80000,1,19,3일 전
사용감 많음,110000,0,15,3일 전
새 상품,290000,10,496,2일 전
사용감 없음,240000,0,14,3일 전
사용감 많음,35000,1,46,3일 전
사용감 적음,86000,1,117,3일 전
사용감 적음,60000,3,40,3일 전
사용감 많음,130000,1,76,3일 전
새 상품,270000,2,30,3일 전
사용감 적음,230000,3,281,2일 전
사용감 적음,65000,0,13,3일 전
사용감 적음,190000,5,129,3일 전
사용감 없음,280000,2,102,2일 전
사용감 적음,190000,9,142,3일 전
사용감 없음,180000,4,112,3일 전
새 상품,115000,20,1933,2일 전
사용감 적음,40000,3,586,2일 전
새 상품,199999,0,65,3일 전
사용감 없음,55000,1,31,3일 전
새 상품,110000,65,4924,2일 전
사용감 없음,5200,0,26,3일 전
사용감 없음,79000,50,3695,2일 전
새 상품,160000,294,24475,2일 전
사용감 없음,55000,2,35,3일 전
사용감 적음,5180,5,132,2일 전
사용감 없음,8280,0,20,3일 전
사용감 적음,140000,23,644,2일 전
사용감 적음,180000,3,83,3일 전
사용감 적음,230000,170,4044,2일 전
사용감 없음,65000,1,24,3일 전
새 상품,255000,3,83,3일 전
사용감 적음,88000,30,629,2일 전
사용감 많음,55000,4,117,3일 전
사용감 없음,19900,1,17,3일 전
사용감 없음,19900,1,14,3일 전
사용감 없음,57000,6,405,3일 전
사용감 적음,85000,13,293,2일 전
사용감 적음,85000,23,244,2일 전
사용감 적음,210000,1,36,4일 전
사용감 없음,227000,8,159,3일 전
사용감 적음,160000,14,123,4일 전
사용감 적음,180000,0,53,4일 전
사용감 적음,200000,1,19,4일 전
사용감 적음,220000,1,93,4일 전
사용감 적음,160000,9,111,4일 전
사용감 없음,200000,0,23,4일 전
사용감 적음,190000,0,13,4일 전
사용감 적음,186550,0,15,4일 전
사용감 적음,170000,5,158,3일 전
사용감 적음,120000,11,240,3일 전
사용감 적음,210000,1,21,3일 전
사용감 없음,150000,0,278,3일 전
사용감 없음,130000,7,82,4일 전
사용감 적음,1004,0,26,4일 전
사용감 적음,50000,0,19,4일 전
사용감 적음,5000,1,72,3일 전
사용감 적음,65000,2,34,4일 전
사용감 없음,50000,0,5,4일 전
사용감 적음,115000,4,31,4일 전
새 상품,190000,0,30,4일 전
사용감 적음,60000,6,74,4일 전
사용감 많음,150000,0,21,4일 전
사용감 적음,70000,2,18,4일 전
사용감 적음,140000,6,80,4일 전
사용감 적음,205000,0,30,4일 전
사용감 적음,80000,2,21,4일 전
사용감 없음,190000,2,24,4일 전
사용감 적음,55000,2,19,4일 전
사용감 적음,170000,10,294,3일 전
사용감 없음,200000,2,49,3일 전
사용감 적음,220000,15,1002,3일 전
사용감 많음,65000,1,21,4일 전
사용감 없음,165000,9,84,4일 전
사용감 적음,150000,1,19,4일 전
사용감 적음,60000,1,76,4일 전
사용감 없음,70000,3,22,4일 전
사용감 없음,220000,0,23,4일 전
사용감 적음,150000,2,29,4일 전
사용감 적음,40000,1,21,4일 전
사용감 없음,3900,17,1388,3일 전
새 상품,200000,13,3766,3일 전
사용감 없음,170000,1,17,4일 전
사용감 적음,80000,0,23,4일 전
사용감 적음,100000,0,30,4일 전
사용감 많음,150000,1,31,4일 전
사용감 없음,69000,0,13,4일 전
새 상품,1000,3,16,4일 전
사용감 없음,129000,1,15,4일 전
새 상품,5000,19,877,3일 전
새 상품,220000,0,28,4일 전
사용감 없음,195000,4,32,6일 전
사용감 적음,8000,0,9,4일 전
사용감 적음,120000,6,86,4일 전
사용감 없음,65000,0,111,4일 전
사용감 적음,85000,8,87,3일 전
사용감 적음,79000,7,358,3일 전
사용감 없음,150000,12,217,4일 전
사용감 없음,500,0,33,4일 전
사용감 적음,70000,14,131,3일 전
사용감 적음,180000,3,45,4일 전
사용감 없음,150000,0,80,3일 전
사용감 없음,80000,1,32,3일 전
사용감 없음,60000,2,30,4일 전
사용감 없음,185000,1,61,4일 전
사용감 없음,180000,9,102,4일 전
사용감 없음,110000,8,136,3일 전
새 상품,8000,1,57,3일 전
사용감 없음,5180,0,11,4일 전
새 상품,8000,1,54,3일 전
사용감 없음,5000,0,25,3일 전
새 상품,90000,0,14,4일 전
사용감 적음,150000,0,15,4일 전
사용감 없음,230000,1,40,1주 전
새 상품,275000,4,44,2주 전
사용감 적음,130000,6,240,4일 전
사용감 없음,110000,1,17,4일 전
사용감 적음,65000,3,23,4일 전
사용감 없음,37000,3,75,3일 전
사용감 적음,190000,0,11,4일 전
사용감 없음,69999,8,905,3일 전
새 상품,9000,38,486,3일 전
새 상품,200000,0,16,5일 전
사용감 없음,270000,1,28,5일 전
새 상품,9500,27,1737,3일 전
사용감 없음,77777,7,505,3일 전
사용감 적음,60000,7,122,4일 전
사용감 없음,180000,1,15,5일 전
새 상품,15000,0,9,4일 전
새 상품,7800,18,418,3일 전
사용감 없음,200000,2,36,4일 전
새 상품,12000,4,130,3일 전
새 상품,35000,17,2701,3일 전
사용감 없음,165000,1,33,5일 전
사용감 적음,173000,7,58,5일 전
